"中信银行","1","9","93","5441.895597736086","115"
"中信银行","1","2","5","9327.844276951198","66"
"中信银行","1","8","10","465.0015767210671","101"
"中信银行","1","5","16","3570.9202470630644","60"
"中信银行","1","1","17","18819.875365803044","17"
"中信银行","1","10","28","6533.125834961474","16"
"中信银行","1","10","11","10085.149786415517","38"
"中信银行","1","10","6","10092.757689874428","114"
"中信银行","1","5","32","2727.341590566237","32"
"中信银行","1","5","13","1480.5528311668324","64"
"中信银行","1","5","19","1627.195232114695","36"
"中信银行","1","9","84","4115.116962196137","98"
"中信银行","1","6","8","1372.4091198615336","7"
"中信银行","1","2","9","3843.7646507692903","9"
"中信银行","1","2","18","1154.0135824118597","25"
"中信银行","1","2","12","2402.89054460054","85"
"中信银行","1","2","17","4513.350443597047","1"
"中信银行","1","2","3","14363.850169904475","70"
"中信银行","1","2","10","4038.334357930627","59"
"中信银行","1","2","74","3796.7443626698205","87"
"中信银行","1","2","15","575.9815076405006","70"
"中信银行","1","8","4","431.86083585981333","4"
"中信银行","1","8","54","4912.138990905379","42"
"中信银行","1","8","11","7054.273245808394","109"
"中信银行","1","7","34","744.175505164549","47"
"中信银行","1","7","27","3422.7726763994056","108"
"中信银行","1","7","4","148.37972259705862","47"
"中信银行","1","7","13","458.6568670548675","110"
"中信银行","1","7","51","3716.6737982305613","0"
"中信银行","1","7","23","2936.3501959799432","40"
"中信银行","1","7","22","6324.8152033498145","83"
"中信银行","1","7","25","3524.760864447984","42"
"中信银行","1","7","6","1038.0959127486756","73"
"中信银行","1","7","7","3938.0809427017207","75"
"中信银行","1","7","12","418.75710305337185","52"
"中信银行","1","7","23","186.38199283926872","53"
"中信银行","1","7","11","504.0253741421444","22"
"中信银行","1","7","5","0","110"
"中行","2","2","39","347.2412262748309","9"
"中行","2","4","283","3261.5083551673924","24"
"中行","2","4","313","2627.0870290035946","6"
"中行","2","3","1069","1552.3845215166214","10"
"中行","2","1","1128","1883.2408166380603","17"
"中行","2","1","1092","5303.1858085508","26"
"中行","2","10","580","703.6849991292987","23"
"中行","2","10","840","2138.1964740471794","5"
"中行","2","10","205","419.7827285741064","86"
"中行","2","10","782","5552.097714623661","104"
"中行","2","10","843","3170.2337281762852","2"
"中行","2","10","880","2296.493974375358","93"
"中行","2","5","981","2461.042930679543","12"
"中行","2","5","1193","3696.7079898874676","3"
"中行","2","5","55","2265.142587626283","37"
"中行","2","5","1159","1667.5607280702181","60"
"中行","2","5","266","4892.945948590266","29"
"中行","2","5","608","4650.616642418262","32"
"中行","2","5","430","3760.402274776764","11"
"中行","2","5","1030","2402.311090404443","21"
"中行","2","5","687","2679.2567863909317","39"
"中行","2","5","213","2343.529032969623","84"
"中行","2","5","153","2560.1372988179746","105"
"中行","2","9","2241","2796.5055068512324","74"
"中行","2","9","793","4693.113986524728","31"
"中行","2","6","141","702.812663937453","48"
"中行","2","6","224","1373.6808757639687","67"
"中行","2","6","197","392.6570035482459","7"
"中行","2","2","399","1190.5109841422154","78"
"中行","2","2","110","1313.5722452569514","18"
"中行","2","2","70","342.59728019122235","79"
"中行","2","2","314","1715.6075900358276","81"
"中行","2","2","271","1607.1399589831817","111"
"中行","2","2","174","1341.8198169568814","18"
"中行","2","2","143","443.78363640860294","71"
"中行","2","2","535","1724.1217684856533","28"
"中行","2","2","288","3259.4756406273796","51"
"中行","2","2","277","417.7391762881469","66"
"中行","2","2","114","965.9216307587852","25"
"中行","2","2","262","1854.6650983151474","112"
"中行","2","8","271","993.9309638666725","72"
"中行","2","8","168","1385.2676805241315","41"
"中行","2","8","318","387.46745498829415","4"
"中行","2","8","198","414.99977513619","101"
"中行","2","8","150","416.1703019945634","89"
"中行","2","8","269","776.5134769788334","91"
"中行","2","8","400","1234.8466869659367","89"
"中行","2","8","169","186.51831874145745","101"
"中行","2","8","139","1309.0071582727262","61"
"中行","2","8","118","761.405146847018","27"
"中行","2","7","266","668.7404669654513","58"
"中行","2","7","188","1346.8394379583829","22"
"中行","2","7","378","1372.8507220819024","19"
"中行","2","7","243","1128.7025910083946","76"
"中行","2","7","132","2604.642101021237","82"
"中行","2","7","124","1109.715934223362","54"
"中行","2","7","225","2058.562815101436","75"
"中行","2","7","216","858.0351655840246","20"
"中行","2","7","139","362.98611625353897","110"
"中行","2","7","152","1027.8004502285044","0"
"中行","2","7","89","325.9981103508445","53"
"中行","2","7","172","1991.157670751108","44"
"中行","2","7","147","703.2810048327999","53"
"中行","2","7","230","3191.5118369203688","69"
"中行","2","7","235","2105.289689185509","52"
"中行","2","7","140","179.1473940490515","110"
"中行","2","7","318","405.6048075833784","47"
"中行","2","8","102","530.9750178937288","109"
"中行","2","7","158","634.7780159734425","80"
"中行","2","8","119","782.1381496929888","106"
"中行","2","5","817","3048.669404407621","8"
"中行","2","7","150","2093.390961846639","75"
"中行","2","10","558","2912.7686908915434","97"
"中行","2","7","131","300.1409757055702","92"
"中行","2","2","397","691.9834709372301","9"
"交行","3","9","32","14748.286625988485","35"
"交行","3","3","17","1710.9793002810513","10"
"交行","3","10","14","13875.882440048816","15"
"交行","3","10","6","6271.173048393811","117"
"交行","3","10","14","12457.118665885993","38"
"交行","3","5","8","4768.552550631486","64"
"交行","3","5","32","2885.855419301185","21"
"交行","3","5","28","2835.031935682565","95"
"交行","3","5","107","5238.373469448393","103"
"交行","3","5","48","4205.66090397285","39"
"交行","3","5","28","3551.530740229773","36"
"交行","3","9","156","9228.598256780047","74"
"交行","3","6","6","11499.625432620445","67"
"交行","3","2","21","4580.2649099283435","30"
"交行","3","2","26","1629.478013730837","111"
"交行","3","2","18","3534.730838517137","71"
"交行","3","2","3","418.1082624113787","66"
"交行","3","2","16","3825.690590240294","112"
"交行","3","8","13","344.8641127256076","96"
"交行","3","8","4","2333.2299926629544","109"
"交行","3","8","7","366.37100850953533","89"
"交行","3","8","11","167.30002737763033","101"
"交行","3","7","9","2150.2972469532438","75"
"交行","3","7","5","976.176508281568","19"
"交行","3","7","51","585.7688028389537","19"
"交行","3","7","8","194.31214730921135","110"
"交行","3","7","14","627.3465187642711","107"
"兴业银行","4","9","0","0","35"
"兴业银行","4","2","0","0","1"
"兴业银行","4","2","0","0","85"
"兴业银行","4","8","0","0","61"
"兴业银行","4","7","0","0","20"
"兴业银行","4","10","15","5278.955639657538","113"
"兴业银行","4","10","20","6924.7261428105585","50"
"兴业银行","4","5","53","10249.364666059377","32"
"兴业银行","4","5","2","3736.6616102849034","64"
"兴业银行","4","5","11","8441.06820857222","21"
"兴业银行","4","5","8","2716.170917540846","84"
"兴业银行","4","9","98","4673.899130642789","74"
"兴业银行","4","6","1","17658.17141650578","7"
"兴业银行","4","2","1","129.01407122747923","18"
"兴业银行","4","2","7","372.7130207117825","9"
"兴业银行","4","2","3","4537.195556101137","99"
"兴业银行","4","2","8","2931.1095885330424","111"
"兴业银行","4","2","9","414.7970852395279","51"
"兴业银行","4","2","4","2936.1296504375787","116"
"兴业银行","4","2","3","2191.357798839899","81"
"兴业银行","4","8","8","873.5042183177549","101"
"兴业银行","4","8","4","607.5634688446008","109"
"兴业银行","4","8","1","23824.303338188507","91"
"兴业银行","4","7","7","92.67740233239246","102"
"兴业银行","4","7","17","1710.8149774545057","80"
"兴业银行","4","7","3","2434.6203524910557","118"
"兴业银行","4","7","14","41.21425694324584","54"
"兴业银行","4","7","9","458.49567868820293","19"
"兴业银行","4","7","7","129.98557975445408","118"
"兴业银行","4","7","9","117.10984543188619","53"
"兴业银行","4","7","22","0","110"
"兴业银行","4","7","8","5179.685780902567","42"
"工行","5","2","0","0","63"
"工行","5","1","82","2815.0443170295966","17"
"工行","5","2","41","1113.1860023491004","112"
"工行","5","8","11","2315.0788686651426","42"
"工行","5","7","17","1109.1605252075046","19"
"工行","5","4","280","18532.05504088204","24"
"工行","5","3","212","8481.56161872144","10"
"工行","5","1","78","1649.0844903193367","17"
"工行","5","1","219","10402.219626234895","26"
"工行","5","10","209","1058.8331878066508","86"
"工行","5","10","139","8550.95255827099","77"
"工行","5","10","149","1706.6557483773747","5"
"工行","5","10","56","3844.689522702575","97"
"工行","5","10","87","6481.604663276098","104"
"工行","5","10","115","3565.2735747674756","113"
"工行","5","5","148","1792.0730656105047","12"
"工行","5","5","184","3669.432944363856","36"
"工行","5","5","276","3895.1122203518253","37"
"工行","5","5","105","2788.6812890725164","21"
"工行","5","5","31","3605.426339829653","29"
"工行","5","9","672","8162.555437754773","14"
"工行","5","9","730","5961.729464145375","31"
"工行","5","6","20","4455.130752051387","67"
"工行","5","2","160","2066.415351231825","28"
"工行","5","2","88","938.9558937859066","9"
"工行","5","2","63","2438.490324127254","18"
"工行","5","2","58","2351.1475509503225","81"
"工行","5","8","106","2800.7933614215735","46"
"工行","5","8","63","218.54945831854394","61"
"工行","5","8","36","465.29340754614935","27"
"工行","5","8","16","2870.401431826517","46"
"工行","5","8","26","1187.751341355799","91"
"工行","5","8","61","488.48668176489895","89"
"工行","5","8","40","1530.686631977381","4"
"工行","5","7","30","2536.4626004371808","118"
"工行","5","7","50","3293.429517994545","0"
"工行","5","7","75","725.353195806878","47"
"工行","5","7","92","1438.3813631129249","53"
"工行","5","7","68","431.082606525555","58"
"工行","5","7","39","46.96972290575821","20"
"工行","5","7","21","2056.852729184947","118"
"建行","6","9","1002","5048.813023388806","45"
"建行","6","4","222","969.921050168787","24"
"建行","6","10","204","3251.409724365268","13"
"建行","6","4","276","2828.316532196031","6"
"建行","6","3","934","5252.914011569026","34"
"建行","6","3","843","1781.2969690876046","10"
"建行","6","1","1098","500.3659790283191","17"
"建行","6","1","996","4508.413078649397","26"
"建行","6","10","367","4547.370676989599","57"
"建行","6","10","201","5192.9574470622865","57"
"建行","6","10","150","5398.221531555657","16"
"建行","6","10","334","1055.2394889188745","90"
"建行","6","10","417","5390.498545089606","5"
"建行","6","10","511","4095.565160066338","2"
"建行","6","10","202","2210.473017103128","23"
"建行","6","10","808","1591.6927137601442","62"
"建行","6","10","585","1217.502906053462","15"
"建行","6","10","324","2907.6179682337875","38"
"建行","6","10","509","3679.9250359258917","56"
"建行","6","10","286","5005.289470766579","49"
"建行","6","5","201","4231.905875546601","64"
"建行","6","5","241","5240.356977063175","64"
"建行","6","5","227","5067.551957193225","88"
"建行","6","5","930","3500.7798365800827","3"
"建行","6","5","918","2500.225246647246","37"
"建行","6","5","1105","4948.776567177713","12"
"建行","6","5","986","2933.949827901383","21"
"建行","6","5","383","2861.4572166714197","11"
"建行","6","5","205","2837.0803463716366","103"
"建行","6","5","583","2235.661375650419","8"
"建行","6","5","662","3411.8447090514983","36"
"建行","6","9","1206","5859.790091529661","94"
"建行","6","9","794","3018.388721445509","31"
"建行","6","6","317","1404.387381823249","67"
"建行","6","6","240","3390.308804086926","7"
"建行","6","2","572","1130.7214307877687","30"
"建行","6","2","497","928.1896446549531","66"
"建行","6","2","504","2319.9193567867273","87"
"建行","6","2","562","845.897637281128","9"
"建行","6","2","426","2742.7285201211585","81"
"建行","6","2","351","1636.73743719721","25"
"建行","6","2","764","1192.5535721308088","28"
"建行","6","2","444","2441.8414370162322","112"
"建行","6","2","550","763.7983419855614","78"
"建行","6","8","307","1090.0055954859886","72"
"建行","6","8","129","1337.2794138913646","89"
"建行","6","8","290","417.56901836883856","101"
"建行","6","8","143","286.4005279026782","4"
"建行","6","8","160","1965.4148094419777","46"
"建行","6","8","376","1075.1068580925846","41"
"建行","6","8","289","1067.7233686736774","33"
"建行","6","8","229","4382.849241125481","91"
"建行","6","8","400","448.52603511293495","76"
"建行","6","8","269","3914.2631277306705","27"
"建行","6","7","175","2019.5085255776767","108"
"建行","6","7","282","1594.3462995377654","83"
"建行","6","7","179","2370.331544366232","82"
"建行","6","7","317","387.5345252912552","53"
"建行","6","7","128","1704.6631322480498","20"
"建行","6","7","162","1440.821409734659","83"
"建行","6","7","294","205.42801833975054","0"
"建行","6","7","355","1797.0347351677449","69"
"建行","6","7","318","1386.1868787160581","19"
"建行","6","7","401","656.4035311972258","100"
"建行","6","7","151","634.2929571832453","76"
"建行","6","7","231","3150.6354136506425","20"
"建行","6","7","482","1204.8487134431036","0"
"建行","6","7","227","393.85686610395135","72"
"建行","6","7","613","643.8836941737692","80"
"建行","6","7","250","409.2812361924006","0"
"建行","6","7","216","759.9039687943836","82"
"建行","6","7","307","829.1937951307061","52"
"建行","6","10","107","8123.741197239226","68"
"建行","6","7","188","1384.3368927340732","100"
"建行","6","8","72","640.4965856563067","41"
"招行","7","2","0","0","65"
"招行","7","2","143","5060.403852881691","99"
"招行","7","2","257","8153.594784735353","28"
"招行","7","2","245","2505.139915768239","51"
"招行","7","7","140","1633.791743189577","76"
"招行","7","8","226","460.87789276438855","91"
"招行","7","2","587","771.4891527627221","51"
"招行","7","5","541","5942.133374009938","29"
"招行","7","7","189","2329.1535551139177","102"
"招行","7","8","116","1116.5332875496476","42"
"招行","7","7","259","220.54487657387293","0"
"招行","7","7","887","1428.3243199642711","59"
"招行","7","2","155","643.766308011702","43"
"招行","7","2","114","2538.248465679739","25"
"招行","7","2","122","1580.2663859011554","43"
"招行","7","2","371","341.33200477572683","9"
"招行","7","2","303","600.1487056987995","78"
"招行","7","7","121","543.2975502754734","118"
"招行","7","2","237","1101.7567945479018","85"
"招行","7","7","223","482.10826675396197","118"
"招行","7","7","164","315.00719406762437","52"
"招行","7","7","94","191.88173296458808","110"
"招行","7","7","107","1433.0080388923539","108"
"招行","7","2","253","1799.3044834178272","79"
"招行","7","10","467","1797.717201710672","15"
"招行","7","10","638","7313.052626944793","2"
"招行","7","10","376","6981.877950767064","77"
"招行","7","10","603","6139.887319322237","104"
"招行","7","5","761","3975.8058546059674","36"
"招行","7","5","1544","3045.335169025143","21"
"招行","7","5","426","5694.7691049283885","88"
"招行","7","5","613","5457.841058993387","84"
"招行","7","5","808","3536.334214855095","103"
"招行","7","9","1685","8990.620770767664","74"
"招行","7","9","903","7668.3341832975375","119"
"招行","7","6","517","4184.067545181554","67"
"招行","7","2","776","834.1886850658914","9"
"招行","7","2","346","3056.6425486975895","99"
"招行","7","2","325","1598.000920714303","112"
"招行","7","2","104","1167.604416511597","55"
"招行","7","2","482","124.80075913707685","66"
"招行","7","2","806","871.6823636785673","71"
"招行","7","2","312","2386.092721325883","81"
"招行","7","2","557","606.6993598126454","9"
"招行","7","2","586","1059.7335962280465","78"
"招行","7","2","587","1337.1180001836874","63"
"招行","7","8","372","1603.519131923404","46"
"招行","7","8","460","454.051522129594","4"
"招行","7","8","275","246.36622180305605","101"
"招行","7","8","376","582.07875819413","96"
"招行","7","8","262","627.3881517875158","72"
"招行","7","8","99","1379.6336713550731","46"
"招行","7","7","479","1868.8084673457329","40"
"招行","7","7","346","2105.932886416775","54"
"招行","7","7","328","1234.4451482761137","107"
"招行","7","7","253","334.78805768229137","19"
"招行","7","7","345","377.8632685661361","47"
"招行","7","7","357","1512.389482516465","69"
"招行","7","7","237","9527.091091550443","52"
"招行","7","7","476","1752.3074992973943","58"
"招行","7","7","152","1481.0096502684005","80"
"招行","7","7","294","583.0782250095624","47"
"招行","7","7","433","726.3194708719326","42"
"招行","7","7","300","391.61166176218444","20"
"招行","7","7","325","431.40777963357755","19"
"招行","7","7","277","377.982058920847","80"
"招行","7","7","212","0","54"
"招行","7","7","168","1760.5414689529644","19"
"招行","7","7","139","985.1582757592623","22"
"招行","7","7","271","2741.840099127631","52"
"招行","7","2","175","8779.449643449925","65"
